mz,abundance
700.006,4
700.066,1
700.125,1
700.185,2
700.244,2
700.304,4
700.363,3
700.423,2
700.482,2
700.542,0
700.601,1
700.661,1
700.72,3
700.78,6
700.839,5
700.899,5
700.958,3
701.018,0
701.077,1
701.137,3
701.196,3
701.256,3
701.315,3
701.375,2
701.434,5
701.494,5
701.554,5
701.613,4
701.673,4
701.732,4
701.792,4
701.851,7
701.911,5
701.97,5
702.03,4
702.089,1
702.149,0
702.209,0
702.268,2
702.328,2
702.387,2
702.447,4
702.506,8
702.566,8
702.626,10
702.685,13
702.745,9
702.804,12
702.864,16
702.924,10
702.983,7
703.043,4
703.102,1
703.162,1
703.222,1
703.281,0
703.341,0
703.4,0
703.46,0
703.52,0
703.579,0
703.639,0
703.699,0
703.758,0
703.818,0
703.877,0
703.937,0
703.997,0
704.056,0
704.116,0
704.176,0
704.235,0
704.295,1
704.355,2
704.414,3
704.474,6
704.534,6
704.593,7
704.653,6
704.713,4
704.772,4
704.832,3
704.892,4
704.951,6
705.011,5
705.071,4
705.13,3
705.19,1
705.25,1
705.309,1
705.369,1
705.429,0
705.489,3
705.548,3
705.608,3
705.668,3
705.727,1
705.787,1
705.847,1
705.907,1
705.966,1
706.026,4
706.086,4
706.146,4
706.205,3
706.265,0
706.325,0
706.384,0
706.444,0
706.504,0
706.564,0
706.623,1
706.683,2
706.743,2
706.803,2
706.863,1
706.922,0
706.982,0
707.042,0
707.102,0
707.161,1
707.221,2
707.281,2
707.341,2
707.401,3
707.46,3
707.52,4
707.58,5
707.64,8
707.699,7
707.759,6
707.819,5
707.879,1
707.939,1
707.999,1
708.058,1
708.118,1
708.178,1
708.238,1
708.298,1
708.357,0
708.417,3
708.477,3
708.537,3
708.597,3
708.657,0
708.716,0
708.776,0
708.836,0
708.896,0
708.956,1
709.016,3
709.076,6
709.135,10
709.195,10
709.255,15
709.315,12
709.375,10
709.435,9
709.495,3
709.555,3
709.614,1
709.674,1
709.734,0
709.794,2
709.854,2
709.914,2
709.974,2
710.034,3
710.094,3
710.154,3
710.213,8
710.273,7
710.333,8
710.393,10
710.453,9
710.513,7
710.573,6
710.633,4
710.693,0
710.753,1
710.813,1
710.873,1
710.933,4
710.992,3
711.052,6
711.112,6
711.172,3
711.232,4
711.292,3
711.352,5
711.412,5
711.472,4
711.532,2
711.592,1
711.652,1
711.712,1
711.772,1
711.832,1
711.892,1
711.952,1
712.012,1
712.072,1
712.132,2
712.192,2
712.252,5
712.312,4
712.372,3
712.432,5
712.492,7
712.552,9
712.612,10
712.672,9
712.732,4
712.792,3
712.852,2
712.912,1
712.972,2
713.032,1
713.092,1
713.152,2
713.212,4
713.272,5
713.332,8
713.392,11
713.452,9
713.512,9
713.572,5
713.632,3
713.692,3
713.753,3
713.813,3
713.873,2
713.933,2
713.993,4
714.053,2
714.113,2
714.173,3
714.233,4
714.293,6
714.353,9
714.413,15
714.473,12
714.534,12
714.594,10
714.654,3
714.714,3
714.774,1
714.834,0
714.894,3
714.954,4
715.014,4
715.074,4
715.135,4
715.195,3
715.255,3
715.315,3
715.375,0
715.435,1
715.495,1
715.555,1
715.616,1
715.676,0
715.736,0
715.796,1
715.856,1
715.916,1
715.977,1
716.037,3
716.097,5
716.157,5
716.217,5
716.277,2
716.337,2
716.398,2
716.458,2
716.518,2
716.578,0
716.638,0
716.699,1
716.759,2
716.819,3
716.879,5
716.939,5
717,5
717.06,5
717.12,5
717.18,7
717.24,7
717.301,7
717.361,4
717.421,2
717.481,2
717.541,2
717.602,0
717.662,0
717.722,0
717.782,0
717.843,0
717.903,3
717.963,3
718.023,3
718.084,3
718.144,1
718.204,1
718.264,1
718.325,1
718.385,0
718.445,0
718.505,1
718.566,1
718.626,1
718.686,1
718.746,1
718.807,1
718.867,1
718.927,1
718.987,2
719.048,3
719.108,3
719.168,5
719.229,5
719.289,6
719.349,9
719.41,7
719.47,5
719.53,3
719.59,2
719.651,3
719.711,3
719.771,4
719.832,2
719.892,2
719.952,3
720.013,3
720.073,4
720.133,6
720.194,5
720.254,6
720.314,5
720.375,2
720.435,2
720.495,0
720.556,0
720.616,1
720.676,1
720.737,1
720.797,1
720.858,0
720.918,1
720.978,2
721.039,3
721.099,6
721.159,5
721.22,4
721.28,7
721.34,4
721.401,4
721.461,4
721.522,3
721.582,3
721.642,3
721.703,3
721.763,0
721.824,0
721.884,1
721.944,1
722.005,2
722.065,4
722.126,3
722.186,3
722.247,2
722.307,3
722.367,3
722.428,4
722.488,8
722.549,6
722.609,8
722.67,7
722.73,3
722.79,4
722.851,2
722.911,2
722.972,2
723.032,2
723.093,4
723.153,5
723.214,6
723.274,4
723.335,2
723.395,1
723.455,2
723.516,2
723.576,2
723.637,2
723.697,0
723.758,0
723.818,0
723.879,0
723.939,0
724,0
724.06,0
724.121,0
724.181,0
724.242,0
724.302,0
724.363,0
724.423,0
724.484,0
724.544,0
724.605,0
724.665,1
724.726,1
724.787,1
724.847,1
724.908,0
724.968,2
725.029,2
725.089,2
725.15,2
725.21,1
725.271,1
725.331,2
725.392,2
725.452,1
725.513,1
725.574,0
725.634,0
725.695,1
725.755,1
725.816,1
725.876,1
725.937,3
725.998,3
726.058,3
726.119,3
726.179,0
726.24,0
726.301,0
726.361,3
726.422,5
726.482,6
726.543,7
726.604,5
726.664,5
726.725,4
726.785,3
726.846,2
726.907,0
726.967,0
727.028,0
727.088,0
727.149,0
727.21,0
727.27,0
727.331,0
727.392,0
727.452,0
727.513,0
727.574,1
727.634,4
727.695,5
727.756,7
727.816,7
727.877,6
727.938,8
727.998,7
728.059,6
728.12,4
728.18,2
728.241,1
728.302,4
728.362,5
728.423,8
728.484,10
728.544,12
728.605,12
728.666,9
728.726,8
728.787,5
728.848,5
728.908,4
728.969,3
729.03,2
729.091,1
729.151,1
729.212,1
729.273,0
729.333,0
729.394,0
729.455,0
729.516,0
729.576,0
729.637,0
729.698,0
729.759,0
729.819,1
729.88,1
729.941,1
730.002,1
730.062,0
730.123,0
730.184,1
730.245,1
730.305,1
730.366,1
730.427,1
730.488,1
730.548,1
730.609,1
730.67,0
730.731,0
730.791,0
730.852,0
730.913,0
730.974,0
731.035,0
731.095,0
731.156,0
731.217,0
731.278,1
731.339,1
731.399,2
731.46,2
731.521,4
731.582,7
731.643,7
731.704,9
731.764,7
731.825,4
731.886,4
731.947,2
732.008,1
732.068,1
732.129,0
732.19,4
732.251,5
732.312,6
732.373,9
732.434,6
732.494,6
732.555,7
732.616,3
732.677,3
732.738,3
732.799,3
732.86,1
732.92,3
732.981,3
733.042,2
733.103,2
733.164,1
733.225,1
733.286,3
733.347,4
733.408,4
733.468,6
733.529,5
733.59,5
733.651,5
733.712,2
733.773,2
733.834,2
733.895,2
733.956,0
734.017,0
734.078,0
734.138,0
734.199,0
734.26,1
734.321,2
734.382,5
734.443,8
734.504,9
734.565,8
734.626,5
